year,day,site,block,nutrient,geno,biomass,count
2014,51,A,7,Treatment,3,10.9694962225,19
2014,51,A,7,Treatment,5,13.5542730769,19
2014,51,A,8,Control,1,9.9129301015,15
2014,51,A,8,Control,3,13.0735146744,14
2014,51,A,8,Control,5,10.5649597507,18
2014,51,A,8,Treatment,1,11.0435802369,17
2014,51,A,8,Treatment,3,13.189096193,18
2014,51,A,8,Treatment,5,13.7886605734,20
2014,51,A,9,Control,1,11.8935302397,19
2014,51,A,9,Control,3,10.0750642362,16
2014,51,A,9,Control,5,12.1935573778,19
2014,51,A,9,Treatment,1,12.8932094353,18
2014,51,A,9,Treatment,3,13.4831101275,17
2014,51,A,9,Treatment,5,14.1742598157,19
2014,51,A,10,Control,1,10.9185547872,18
2014,51,A,10,Control,3,11.416983706,18
2014,51,A,10,Control,5,13.7403598588,20
2014,51,A,10,Treatment,1,10.737278019,21
2014,51,A,10,Treatment,3,14.3325123797,17
2014,51,A,10,Treatment,5,12.6603616552,21
2014,52,A,1,Control,1,10.9292651558,19
2014,52,A,1,Control,3,10.5058987417,19
2014,52,A,1,Control,5,11.5761302746,21
2014,52,A,1,Treatment,1,12.280689583,23
2014,52,A,1,Treatment,3,12.6610659745,19
2014,52,A,1,Treatment,5,13.7186822636,16
2014,52,A,2,Control,1,10.8648487843,16
2014,52,A,2,Control,3,11.1982829253,18
2014,52,A,2,Control,5,12.5082172705,18
2014,52,A,2,Treatment,1,13.8757699221,19
2014,52,A,2,Treatment,3,13.3794664564,22
2014,52,A,2,Treatment,5,14.2072717919,20
2014,52,A,3,Control,1,9.5307069773,18
2014,52,A,3,Control,3,13.295103377,17
2014,52,A,3,Control,5,12.2158388103,21
2014,52,A,3,Treatment,1,11.1477753734,22
2014,52,A,3,Treatment,3,13.2954544566,18
2014,52,A,3,Treatment,5,14.0412616958,21
2014,52,A,4,Control,1,9.1343258145,19
2014,52,A,4,Control,3,10.0041523613,19
2014,52,A,4,Control,5,10.0527406481,17
2014,52,A,4,Treatment,1,9.4573963293,16
2014,52,A,4,Treatment,3,10.7220806709,19
2014,52,A,4,Treatment,5,12.5285026769,22
2014,52,A,5,Control,1,10.3129750916,16
2014,52,A,5,Control,3,10.3859407127,21
2014,52,A,5,Control,5,10.8980272309,15
2014,52,A,5,Treatment,1,10.1226865069,16
2014,52,A,5,Treatment,3,12.4106079657,15
2014,52,A,5,Treatment,5,12.5158528515,17
2014,52,A,6,Control,1,7.0101150505,16
2014,52,A,6,Control,3,11.5136030499,17
2014,52,A,6,Control,5,8.9464999597,23
2014,52,A,6,Treatment,1,11.2197067841,19
2014,52,A,6,Treatment,3,13.1140014167,22
2014,52,A,6,Treatment,5,11.63357679,20
2014,52,A,7,Control,1,8.1566515497,17
2014,52,A,7,Control,3,10.6940830841,16
2014,52,A,7,Control,5,13.727348263,21
2014,52,A,7,Treatment,1,9.9953807056,18
2014,52,A,7,Treatment,3,11.5225489776,20
2014,52,A,7,Treatment,5,12.9605580855,19
2014,52,A,8,Control,1,10.4538993244,16
2014,52,A,8,Control,3,11.8142735867,19
2014,52,A,8,Control,5,11.5213552991,20
2014,52,A,8,Treatment,1,11.8564025647,19
2014,52,A,8,Treatment,3,11.6274802711,19
2014,52,A,8,Treatment,5,11.5291056089,20
2014,52,A,9,Control,1,9.4037867743,15
2014,52,A,9,Control,3,11.5354586381,17
2014,52,A,9,Control,5,12.5972850779,16
2014,52,A,9,Treatment,1,11.8468624406,20
2014,52,A,9,Treatment,3,13.1111462688,17
2014,52,A,9,Treatment,5,13.0151594167,15
2014,52,A,10,Control,1,11.6319874512,16
2014,52,A,10,Control,3,11.4033793119,16
2014,52,A,10,Control,5,11.4946058375,20
2014,52,A,10,Treatment,1,11.797279305,17
2014,52,A,10,Treatment,3,15.0388227925,18
2014,52,A,10,Treatment,5,13.8749785523,20
2014,53,A,1,Control,1,10.3873184901,19
2014,53,A,1,Control,3,11.3329008933,17
2014,53,A,1,Control,5,10.9468723978,16
2014,53,A,1,Treatment,1,9.6307546437,18
2014,53,A,1,Treatment,3,12.5379315398,18
2014,53,A,1,Treatment,5,13.4376097692,16
2014,53,A,2,Control,1,12.3968613443,15
2014,53,A,2,Control,3,13.2647677898,20
2014,53,A,2,Control,5,14.6433488791,20
2014,53,A,2,Treatment,1,13.3203620563,17
2014,53,A,2,Treatment,3,12.793975928,20
2014,53,A,2,Treatment,5,15.6841983141,19
2014,53,A,3,Control,1,10.558042344,18
2014,53,A,3,Control,3,11.7583975141,20
2014,53,A,3,Control,5,10.8447214655,19
2014,53,A,3,Treatment,1,10.699574134,18
2014,53,A,3,Treatment,3,15.2786255294,15
2014,53,A,3,Treatment,5,14.7660809416,22
2014,53,A,4,Control,1,7.5306991234,16
2014,53,A,4,Control,3,11.5601511899,18
2014,53,A,4,Control,5,11.4170783281,19
2014,53,A,4,Treatment,1,10.1709102383,16
2014,53,A,4,Treatment,3,11.9034828984,19
2014,53,A,4,Treatment,5,11.6101317901,18
2014,53,A,5,Control,1,9.5827055678,20
2014,53,A,5,Control,3,11.0558970036,20
2014,53,A,5,Control,5,11.2983041374,23
2014,53,A,5,Treatment,1,11.868332711,17
2014,53,A,5,Treatment,3,12.1111382351,18
2014,53,A,5,Treatment,5,12.8922650489,18
2014,53,A,6,Control,1,9.4597061372,17
2014,53,A,6,Control,3,10.5489113012,19
2014,53,A,6,Control,5,11.1583923756,16
2014,53,A,6,Treatment,1,9.6934336173,17
2014,53,A,6,Treatment,3,11.5086769963,16
2014,53,A,6,Treatment,5,10.9758692605,19
2014,53,A,7,Control,1,10.059837035,16
2014,53,A,7,Control,3,10.7005496401,16
2014,53,A,7,Control,5,11.6902369971,17
2014,53,A,7,Treatment,1,10.8883850727,16
2014,53,A,7,Treatment,3,10.9020104239,16
2014,53,A,7,Treatment,5,11.9530611849,17
2014,53,A,8,Control,1,10.4161967632,21
2014,53,A,8,Control,3,12.5475826992,22
2014,53,A,8,Control,5,10.246656189,19
2014,53,A,8,Treatment,1,12.0935045555,20
2014,53,A,8,Treatment,3,11.8836041906,17
2014,53,A,8,Treatment,5,11.5822211313,15
2014,53,A,9,Control,1,10.1058058703,17
2014,53,A,9,Control,3,12.9711075393,22
2014,53,A,9,Control,5,12.2032385561,19
2014,53,A,9,Treatment,1,11.4215727604,20
2014,53,A,9,Treatment,3,11.9389681188,17
2014,53,A,9,Treatment,5,13.2425176768,22
2014,53,A,10,Control,1,10.6757493956,16
2014,53,A,10,Control,3,11.5656904108,19
2014,53,A,10,Control,5,12.9740698823,18
2014,53,A,10,Treatment,1,12.5499635869,16
2014,53,A,10,Treatment,3,14.117291381,17
2014,53,A,10,Treatment,5,13.0985642409,17
2014,54,A,1,Control,1,8.7788511667,20
2014,54,A,1,Control,3,12.5689557898,20
2014,54,A,1,Control,5,11.2817455733,20
2014,54,A,1,Treatment,1,11.3538779235,19
2014,54,A,1,Treatment,3,11.8130229363,16
2014,54,A,1,Treatment,5,13.5954852635,16
2014,54,A,2,Control,1,10.6789874975,17
2014,54,A,2,Control,3,13.4353992082,17
2014,54,A,2,Control,5,13.0328300804,19
2014,54,A,2,Treatment,1,12.3659773819,17
2014,54,A,2,Treatment,3,12.4128021074,18
2014,54,A,2,Treatment,5,14.471696699,19
2014,54,A,3,Control,1,10.3935187636,17
2014,54,A,3,Control,3,11.3869470835,17
2014,54,A,3,Control,5,11.4196583246,18
2014,54,A,3,Treatment,1,10.8948618836,17
2014,54,A,3,Treatment,3,13.097518969,17
2014,54,A,3,Treatment,5,13.5359545878,22
2014,54,A,4,Control,1,7.9963341669,20
2014,54,A,4,Control,3,10.4374651247,17
2014,54,A,4,Control,5,11.0480477009,16
2014,54,A,4,Treatment,1,10.5146196304,17
2014,54,A,4,Treatment,3,9.8369233459,20
2014,54,A,4,Treatment,5,11.8704956301,19
2014,54,A,5,Control,1,10.1173129117,16
2014,54,A,5,Control,3,11.899617973,19
2014,54,A,5,Control,5,14.0663781764,21
2014,54,A,5,Treatment,1,11.6767089815,16
2014,54,A,5,Treatment,3,12.0982524729,20
2014,54,A,5,Treatment,5,12.3469574127,19
2014,54,A,6,Control,1,9.8180779862,20
2014,54,A,6,Control,3,9.4872075878,16
2014,54,A,6,Control,5,12.0858378075,19
2014,54,A,6,Treatment,1,11.8093077084,18
2014,54,A,6,Treatment,3,11.6369031887,17
2014,54,A,6,Treatment,5,12.8194325808,21
2014,54,A,7,Control,1,8.7622788614,19
2014,54,A,7,Control,3,9.0927325267,20
2014,54,A,7,Control,5,12.0306289257,18
2014,54,A,7,Treatment,1,10.0010217822,18
2014,54,A,7,Treatment,3,11.6491652101,22
2014,54,A,7,Treatment,5,12.7260025616,24
2014,54,A,8,Control,1,9.6852768872,18
2014,54,A,8,Control,3,11.0313122246,21
2014,54,A,8,Control,5,12.2429628904,21
2014,54,A,8,Treatment,1,10.8694620915,20
2014,54,A,8,Treatment,3,14.136450246,17
2014,54,A,8,Treatment,5,12.0711701292,17
2014,54,A,9,Control,1,10.4416111729,14
2014,54,A,9,Control,3,12.2403733404,18
2014,54,A,9,Control,5,10.5868398403,22
2014,54,A,9,Treatment,1,11.463974385,17
2014,54,A,9,Treatment,3,12.1111317866,19
2014,54,A,9,Treatment,5,13.4763056484,20
2014,54,A,10,Control,1,11.4202935281,18
2014,54,A,10,Control,3,12.8351416601,18
2014,54,A,10,Control,5,10.7470632596,19
2014,54,A,10,Treatment,1,10.1898032249,18
2014,54,A,10,Treatment,3,12.1902897012,16
2014,54,A,10,Treatment,5,13.2711827786,18
2014,55,A,1,Control,1,10.0988627989,20
2014,55,A,1,Control,3,11.9167832761,20
2014,55,A,1,Control,5,13.3126842771,20
2014,55,A,1,Treatment,1,12.7863042326,15
2014,55,A,1,Treatment,3,11.8367498358,17
2014,55,A,1,Treatment,5,12.8537516236,18
2014,55,A,2,Control,1,11.1230905927,14
2014,55,A,2,Control,3,13.2698195424,20
2014,55,A,2,Control,5,12.7020104065,21
2014,55,A,2,Treatment,1,11.5232641127,20
2014,55,A,2,Treatment,3,13.2091346369,15
2014,55,A,2,Treatment,5,14.0177908367,15
2014,55,A,3,Control,1,9.3988305241,17
2014,55,A,3,Control,3,13.2507025828,16
2014,55,A,3,Control,5,11.39471972,23
2014,55,A,3,Treatment,1,13.3054741128,18
2014,55,A,3,Treatment,3,13.7489860276,16
2014,55,A,3,Treatment,5,12.9593421825,23
2014,55,A,4,Control,1,9.9405662955,20
2014,55,A,4,Control,3,9.2459361297,15
2014,55,A,4,Control,5,13.0124301294,15
2014,55,A,4,Treatment,1,9.9491386768,22
2014,55,A,4,Treatment,3,13.1587148895,19
2014,55,A,4,Treatment,5,11.6792321341,20
2014,55,A,5,Control,1,10.3646309933,20
2014,55,A,5,Control,3,11.6144775564,15
2014,55,A,5,Control,5,12.4082905877,18
2014,55,A,5,Treatment,1,10.8075758071,18
2014,55,A,5,Treatment,3,11.9188097858,20
2014,55,A,5,Treatment,5,11.8586945774,21
2014,55,A,6,Control,1,8.9200528841,18
2014,55,A,6,Control,3,11.7904744627,17
2014,55,A,6,Control,5,10.8704726386,19
2014,55,A,6,Treatment,1,12.4169513849,17
2014,55,A,6,Treatment,3,10.3230118969,19
2014,55,A,6,Treatment,5,13.3663568452,15
2014,55,A,7,Control,1,11.1413086114,18
2014,55,A,7,Control,3,10.0705073698,17
2014,55,A,7,Control,5,11.4305790184,18
2014,55,A,7,Treatment,1,11.0875532103,15
2014,55,A,7,Treatment,3,11.2303023948,13
2014,55,A,7,Treatment,5,12.5858804927,20
2014,55,A,8,Control,1,10.6549494053,19
2014,55,A,8,Control,3,12.945072373,19
2014,55,A,8,Control,5,11.4442751124,19
2014,55,A,8,Treatment,1,10.7963475517,16
2014,55,A,8,Treatment,3,11.0648213824,17
2014,55,A,8,Treatment,5,14.7676411328,21
2014,55,A,9,Control,1,8.9008632856,18
2014,55,A,9,Control,3,10.1826532039,17
2014,55,A,9,Control,5,12.0691737508,20
2014,55,A,9,Treatment,1,10.4722132762,18
2014,55,A,9,Treatment,3,12.7618727707,17
2014,55,A,9,Treatment,5,13.7040051591,18
2014,55,A,10,Control,1,10.9505051537,19
2014,55,A,10,Control,3,13.5029340116,23
2014,55,A,10,Control,5,13.5098047024,22
2014,55,A,10,Treatment,1,12.8614948422,17
2014,55,A,10,Treatment,3,13.0946470625,19
2014,55,A,10,Treatment,5,14.0437923309,18
2014,56,A,1,Control,1,10.7432279006,21
2014,56,A,1,Control,3,11.4067738628,17
2014,56,A,1,Control,5,10.5566319066,21
2014,56,A,1,Treatment,1,11.5457792447,17
2014,56,A,1,Treatment,3,16.0958652553,16
2014,56,A,1,Treatment,5,14.7515581141,19
2014,56,A,2,Control,1,9.7771237195,21
2014,56,A,2,Control,3,12.1303861808,18
2014,56,A,2,Control,5,13.2276754936,18
2014,56,A,2,Treatment,1,12.6696734992,21
2014,56,A,2,Treatment,3,13.5449538323,20
2014,56,A,2,Treatment,5,14.8811120729,19
2014,56,A,3,Control,1,10.0964873391,18
2014,56,A,3,Control,3,11.4971049375,17
2014,56,A,3,Control,5,11.8121219459,19
2014,56,A,3,Treatment,1,10.7858853033,18
2014,56,A,3,Treatment,3,11.8361387195,17
2014,56,A,3,Treatment,5,14.4370033225,18
2014,56,A,4,Control,1,9.4140936729,19
2014,56,A,4,Control,3,10.7508974779,16
2014,56,A,4,Control,5,9.5583556588,18
2014,56,A,4,Treatment,1,11.5036405777,16
2014,56,A,4,Treatment,3,12.3790192364,16
2014,56,A,4,Treatment,5,12.0855313861,20
2014,56,A,5,Control,1,10.1939180564,19
2014,56,A,5,Control,3,11.2685012926,19
2014,56,A,5,Control,5,12.9133851611,19
2014,56,A,5,Treatment,1,11.3282939787,18
2014,56,A,5,Treatment,3,13.71305431,20
2014,56,A,5,Treatment,5,13.875868501,20
2014,56,A,6,Control,1,8.4394412278,17
2014,56,A,6,Control,3,11.0997250583,19
2014,56,A,6,Control,5,12.1142353431,19
2014,56,A,6,Treatment,1,11.4207393392,18
2014,56,A,6,Treatment,3,12.2375462446,19
2014,56,A,6,Treatment,5,12.4173485903,17
2014,56,A,7,Control,1,10.6690717648,15
2014,56,A,7,Control,3,9.9868261298,21
2014,56,A,7,Control,5,11.3867419005,23
2014,56,A,7,Treatment,1,10.292635334,19
2014,56,A,7,Treatment,3,11.9849710048,20
2014,56,A,7,Treatment,5,13.3108945668,18
2014,56,A,8,Control,1,10.5293338303,17
2014,56,A,8,Control,3,9.6850525609,16
2014,56,A,8,Control,5,10.542333923,18
2014,56,A,8,Treatment,1,11.1530177223,11
2014,56,A,8,Treatment,3,11.854835648,21
2014,56,A,8,Treatment,5,11.4418859117,14
2014,56,A,9,Control,1,9.4243317147,19
2014,56,A,9,Control,3,12.824187142,20
2014,56,A,9,Control,5,12.3689490427,19
2014,56,A,9,Treatment,1,12.9566277926,19
2014,56,A,9,Treatment,3,12.6168518893,15
2014,56,A,9,Treatment,5,12.7218004776,15
2014,56,A,10,Control,1,9.1017780863,18
2014,56,A,10,Control,3,12.4386867341,16
2014,56,A,10,Control,5,11.1429344978,23
2014,56,A,10,Treatment,1,12.186383908,14
2014,56,A,10,Treatment,3,14.3421044858,17
2014,56,A,10,Treatment,5,14.3985279662,16
2014,57,A,1,Control,1,9.8514834682,20
2014,57,A,1,Control,3,10.0879128234,16
2014,57,A,1,Control,5,12.3575994088,21
2014,57,A,1,Treatment,1,12.6760615396,17
2014,57,A,1,Treatment,3,14.2419582413,18
2014,57,A,1,Treatment,5,13.8554001245,20
2014,57,A,2,Control,1,10.9303378189,18
2014,57,A,2,Control,3,14.0819370846,16
2014,57,A,2,Control,5,13.2884956698,17
2014,57,A,2,Treatment,1,12.2086954757,18
2014,57,A,2,Treatment,3,14.3860847396,16
2014,57,A,2,Treatment,5,12.160967936,18
2014,57,A,3,Control,1,9.7284433862,18
2014,57,A,3,Control,3,12.4413204305,16
2014,57,A,3,Control,5,12.0124027534,17
2014,57,A,3,Treatment,1,10.5356747407,20
2014,57,A,3,Treatment,3,11.9719393272,16
2014,57,A,3,Treatment,5,13.7202645095,19
2014,57,A,4,Control,1,9.7090059128,18
2014,57,A,4,Control,3,10.1103779594,18
2014,57,A,4,Control,5,10.6499178543,19
2014,57,A,4,Treatment,1,8.8531199562,18
2014,57,A,4,Treatment,3,11.3253825854,20
2014,57,A,4,Treatment,5,12.9566580935,16
2014,57,A,5,Control,1,9.3566562356,18
2014,57,A,5,Control,3,9.5940163905,18
2014,57,A,5,Control,5,12.7736520695,20
2014,57,A,5,Treatment,1,11.4891304775,14
2014,57,A,5,Treatment,3,13.860246647,18
2014,57,A,5,Treatment,5,12.5063942554,19
2014,57,A,6,Control,1,8.8759504196,18
2014,57,A,6,Control,3,11.8138242891,19
2014,57,A,6,Control,5,10.9790972532,19
2014,57,A,6,Treatment,1,10.6863572752,18
2014,57,A,6,Treatment,3,10.8736757651,16
2014,57,A,6,Treatment,5,11.9325745172,17
2014,57,A,7,Control,1,10.746242351,21
2014,57,A,7,Control,3,11.4010870261,16
2014,57,A,7,Control,5,11.6931022866,19
2014,57,A,7,Treatment,1,10.1888371845,15
2014,57,A,7,Treatment,3,12.5722580149,18
2014,57,A,7,Treatment,5,14.4430221655,18
2014,57,A,8,Control,1,8.7531203662,19
2014,57,A,8,Control,3,13.3300661947,19
2014,57,A,8,Control,5,11.457404274,16
2014,57,A,8,Treatment,1,10.4523749997,16
2014,57,A,8,Treatment,3,12.9634560652,18
2014,57,A,8,Treatment,5,12.2409797503,20
2014,57,A,9,Control,1,10.7736499222,18
2014,57,A,9,Control,3,12.755307592,21
2014,57,A,9,Control,5,11.9332365416,20
2014,57,A,9,Treatment,1,12.1728380806,16
2014,57,A,9,Treatment,3,13.8220129189,19
2014,57,A,9,Treatment,5,13.555758081,19
2014,57,A,10,Control,1,12.5130107556,16
2014,57,A,10,Control,3,12.6153237667,15
2014,57,A,10,Control,5,13.2397672655,20
2014,57,A,10,Treatment,1,12.417245817,18
2014,57,A,10,Treatment,3,13.5163897824,19
2014,57,A,10,Treatment,5,13.4472545367,16
2014,58,A,1,Control,1,9.1234494947,17
2014,58,A,1,Control,3,11.3872649373,16
2014,58,A,1,Control,5,11.3815219745,21
2014,58,A,1,Treatment,1,10.913158928,16
2014,58,A,1,Treatment,3,11.3603684761,18
2014,58,A,1,Treatment,5,12.548088154,19
2014,58,A,2,Control,1,12.2543984012,18
2014,58,A,2,Control,3,12.7520770462,17
2014,58,A,2,Control,5,12.5502605622,21
2014,58,A,2,Treatment,1,12.9770536915,17
2014,58,A,2,Treatment,3,11.937341482,15
2014,58,A,2,Treatment,5,14.7553516281,16
2014,58,A,3,Control,1,9.5047037681,17
2014,58,A,3,Control,3,10.9510313025,15
2014,58,A,3,Control,5,12.69255087,20
2014,58,A,3,Treatment,1,12.8036502158,18
2014,58,A,3,Treatment,3,13.8763419716,19
2014,58,A,3,Treatment,5,13.3572178853,19
2014,58,A,4,Control,1,9.4964711696,17
2014,58,A,4,Control,3,9.5786769726,17
2014,58,A,4,Control,5,10.217526745,17
2014,58,A,4,Treatment,1,9.942777443,15
2014,58,A,4,Treatment,3,12.22665993,18
2014,58,A,4,Treatment,5,12.5386192518,21
2014,58,A,5,Control,1,11.8143326992,15
2014,58,A,5,Control,3,10.5971468743,20
2014,58,A,5,Control,5,11.2373778045,16
2014,58,A,5,Treatment,1,11.1217934304,17
2014,58,A,5,Treatment,3,12.8696882711,19
2014,58,A,5,Treatment,5,11.4860233673,20
2014,58,A,6,Control,1,9.1571649825,17
2014,58,A,6,Control,3,11.1876429838,19
2014,58,A,6,Control,5,11.5894219321,18
2014,58,A,6,Treatment,1,9.5796127846,15
2014,58,A,6,Treatment,3,10.9146218156,18
2014,58,A,6,Treatment,5,11.7492855227,18
2014,58,A,7,Control,1,9.9717784635,22
2014,58,A,7,Control,3,10.3997177897,20
2014,58,A,7,Control,5,11.96529914,19
2014,58,A,7,Treatment,1,11.8834703906,13
2014,58,A,7,Treatment,3,13.5195154401,18
2014,58,A,7,Treatment,5,12.7573505653,18
2014,58,A,8,Control,1,9.765232469,20
2014,58,A,8,Control,3,11.3068518351,21
2014,58,A,8,Control,5,11.4053017622,21
2014,58,A,8,Treatment,1,12.1015913247,18
2014,58,A,8,Treatment,3,13.8169810223,15
2014,58,A,8,Treatment,5,13.3557314174,18
2014,58,A,9,Control,1,10.9587279269,22
2014,58,A,9,Control,3,13.18278888,17
2014,58,A,9,Control,5,11.8896221672,17
2014,58,A,9,Treatment,1,12.5794146183,16
2014,58,A,9,Treatment,3,12.0520444059,21
2014,58,A,9,Treatment,5,11.9181132545,16
2014,58,A,10,Control,1,12.1201323484,17
2014,58,A,10,Control,3,11.9015401768,19
2014,58,A,10,Control,5,12.9831562404,19
2014,58,A,10,Treatment,1,11.5324353132,17
2014,58,A,10,Treatment,3,12.5303135816,17
2014,58,A,10,Treatment,5,15.9050061742,17
2014,59,A,1,Control,1,11.242278875,16
2014,59,A,1,Control,3,12.8087609542,17
2014,59,A,1,Control,5,11.9362978758,18
2014,59,A,1,Treatment,1,11.9883300605,17
2014,59,A,1,Treatment,3,11.824677607,20
2014,59,A,1,Treatment,5,13.0518704994,21
2014,59,A,2,Control,1,9.7756247491,17
2014,59,A,2,Control,3,13.0356322217,19
2014,59,A,2,Control,5,13.295106036,17
2014,59,A,2,Treatment,1,12.7431434156,18
2014,59,A,2,Treatment,3,14.6798977023,17
2014,59,A,2,Treatment,5,15.4989133338,20
2014,59,A,3,Control,1,9.851382496,18
2014,59,A,3,Control,3,11.9078667572,16
2014,59,A,3,Control,5,13.6133674786,16
2014,59,A,3,Treatment,1,11.5258887185,20
2014,59,A,3,Treatment,3,12.7071844847,20
2014,59,A,3,Treatment,5,14.0672698141,17
2014,59,A,4,Control,1,11.2625637215,15
2014,59,A,4,Control,3,9.4779101126,20
2014,59,A,4,Control,5,8.7107400276,20
2014,59,A,4,Treatment,1,9.4374792718,18
2014,59,A,4,Treatment,3,12.5501636394,18
2014,59,A,4,Treatment,5,12.0454353189,17
2014,59,A,5,Control,1,9.9105757891,18
2014,59,A,5,Control,3,9.56259537,18
2014,59,A,5,Control,5,11.3283549255,17
2014,59,A,5,Treatment,1,11.2475311328,19
2014,59,A,5,Treatment,3,12.8352114879,16
2014,59,A,5,Treatment,5,14.8936610946,17
2014,59,A,6,Control,1,8.5658798371,20
2014,59,A,6,Control,3,10.6476427087,18
2014,59,A,6,Control,5,10.8297853968,18
2014,59,A,6,Treatment,1,9.8841295559,22
2014,59,A,6,Treatment,3,12.9037889493,18
2014,59,A,6,Treatment,5,13.6470454507,19
2014,59,A,7,Control,1,9.5477717614,17
2014,59,A,7,Control,3,11.146244164,12
2014,59,A,7,Control,5,9.5878640559,18
2014,59,A,7,Treatment,1,10.8548674023,17
2014,59,A,7,Treatment,3,12.6203526564,19
2014,59,A,7,Treatment,5,13.3497484972,14
2014,59,A,8,Control,1,10.1598903199,18
2014,59,A,8,Control,3,11.2000812251,19
2014,59,A,8,Control,5,11.7817571066,17
2014,59,A,8,Treatment,1,12.0764687959,22
2014,59,A,8,Treatment,3,12.9083998417,19
2014,59,A,8,Treatment,5,12.1395083137,17
2014,59,A,9,Control,1,9.8570218045,19
2014,59,A,9,Control,3,11.4900064884,17
2014,59,A,9,Control,5,10.2018875696,18
2014,59,A,9,Treatment,1,12.5741590511,20
2014,59,A,9,Treatment,3,13.2019175052,18
2014,59,A,9,Treatment,5,13.5331245628,16
2014,59,A,10,Control,1,10.6554472096,18
2014,59,A,10,Control,3,11.1306633606,21
2014,59,A,10,Control,5,11.9279972734,15
2014,59,A,10,Treatment,1,13.1505633387,18
2014,59,A,10,Treatment,3,14.895877048,17
2014,59,A,10,Treatment,5,13.8701726545,20
2014,60,A,1,Control,1,9.6243786534,19
2014,60,A,1,Control,3,12.0802762511,19
2014,60,A,1,Control,5,12.3711503308,21
2014,60,A,1,Treatment,1,10.5995395307,19
2014,60,A,1,Treatment,3,13.5402011097,16
2014,60,A,1,Treatment,5,12.709269081,19
2014,60,A,2,Control,1,10.3875351543,19
2014,60,A,2,Control,3,13.8635426683,15
2014,60,A,2,Control,5,12.4442415782,22
2014,60,A,2,Treatment,1,12.6159637152,16
2014,60,A,2,Treatment,3,15.002612336,19
2014,60,A,2,Treatment,5,13.584296398,17
2014,60,A,3,Control,1,9.9003217855,18
2014,60,A,3,Control,3,12.7391632723,19
2014,60,A,3,Control,5,13.5865457026,19
2014,60,A,3,Treatment,1,11.5209477443,20
2014,60,A,3,Treatment,3,12.1844087432,19
2014,60,A,3,Treatment,5,15.3440048775,20
2014,60,A,4,Control,1,9.4720353321,19
2014,60,A,4,Control,3,8.8257519496,17
2014,60,A,4,Control,5,11.2549861133,18
2014,60,A,4,Treatment,1,10.1021220747,17
2014,60,A,4,Treatment,3,12.522000184,17
2014,60,A,4,Treatment,5,13.9617519327,17
2014,60,A,5,Control,1,9.8753252533,21
2014,60,A,5,Control,3,11.716830347,18
2014,60,A,5,Control,5,13.1777337914,17
2014,60,A,5,Treatment,1,10.6598204674,17
2014,60,A,5,Treatment,3,11.7605316427,15
2014,60,A,5,Treatment,5,13.4208822093,18
2014,60,A,6,Control,1,8.547934322,21
2014,60,A,6,Control,3,12.9500632867,18
2014,60,A,6,Control,5,12.6884479794,18
2014,60,A,6,Treatment,1,9.6663912474,17
2014,60,A,6,Treatment,3,11.1853914421,21
2014,60,A,6,Treatment,5,10.7241571072,21
2014,60,A,7,Control,1,9.4097690206,18
2014,60,A,7,Control,3,11.3683940235,20
2014,60,A,7,Control,5,10.5116363565,20
2014,60,A,7,Treatment,1,11.5534505607,16
2014,60,A,7,Treatment,3,10.5314141735,16
2014,60,A,7,Treatment,5,12.6169533698,18
2014,60,A,8,Control,1,8.4696890754,19
2014,60,A,8,Control,3,9.8004349012,19
2014,60,A,8,Control,5,12.0483794957,23
2014,60,A,8,Treatment,1,10.3329984366,16
2014,60,A,8,Treatment,3,9.9405428872,19
2014,60,A,8,Treatment,5,13.5963119076,16
2014,60,A,9,Control,1,10.2722238114,16
2014,60,A,9,Control,3,12.619920966,17
2014,60,A,9,Control,5,12.784185114,18
2014,60,A,9,Treatment,1,14.4951033504,15
2014,60,A,9,Treatment,3,11.6086683419,19
2014,60,A,9,Treatment,5,13.8664136683,21
2014,60,A,10,Control,1,11.3307789526,14
2014,60,A,10,Control,3,11.5038451001,19
2014,60,A,10,Control,5,12.5075055764,18
2014,60,A,10,Treatment,1,12.4589020511,17
2014,60,A,10,Treatment,3,12.192636554,19
2014,60,A,10,Treatment,5,12.5425462678,21
2014,61,A,1,Control,1,9.6131883982,15
2014,61,A,1,Control,3,12.0968749295,17
2014,61,A,1,Control,5,13.0812224108,20
2014,61,A,1,Treatment,1,12.1928303153,18
2014,61,A,1,Treatment,3,15.0375189203,17
2014,61,A,1,Treatment,5,13.2941750154,18
2014,61,A,2,Control,1,8.8388112684,18
2014,61,A,2,Control,3,15.7678096588,17
2014,61,A,2,Control,5,12.9073389394,17
2014,61,A,2,Treatment,1,12.5681637963,14
2014,61,A,2,Treatment,3,12.1939925197,20
2014,61,A,2,Treatment,5,14.0126794706,17
2014,61,A,3,Control,1,10.7471261435,19
2014,61,A,3,Control,3,12.4175149985,18
2014,61,A,3,Control,5,14.5199978731,18
2014,61,A,3,Treatment,1,10.0512297203,16
2014,61,A,3,Treatment,3,14.2897101197,15
2014,61,A,3,Treatment,5,14.9081844571,19
2014,61,A,4,Control,1,12.9570242772,17
2014,61,A,4,Control,3,12.1731165068,17
2014,61,A,4,Control,5,11.2334412814,18
2014,61,A,4,Treatment,1,8.8541395138,22
2014,61,A,4,Treatment,3,12.8357097941,20
2014,61,A,4,Treatment,5,13.9242298542,21
2014,61,A,5,Control,1,11.5631798,17
